Country seperate (group),subtitle,Page 1,Company and Scientific Name1,Deal not on Map,Deal Period1 11,"Potential (1=yes, 0=no)1",3 Star Note,Company's Country,Country seperate,Date of Deal,Day,Deal within Africa1,Deal within Europe1,Group Latin America,Month,Month-Day,Number of Deal1,Number of Deal1 (group),Number of Doses Needed per Person,Partners,Purchaser Entity / Country1,Purchaser's country Economic  Status,Purchaser's Country Income Status,Tooltip deal amount,Type of Vaccine,Year,% Of National Population Able To Be Vaccinated,Deal Amount,Number of people able to be vaccinated with doses procured,Population
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Estonia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Estonia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Finland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Finland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,France,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,France,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Germany,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Germany,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Greece,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Greece,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Hungary,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Hungary,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Iceland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Iceland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Ireland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Ireland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Italy,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Italy,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Latvia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Latvia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Lithuania,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Lithuania,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Luxembourg,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Luxembourg,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Malta,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Malta,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Netherlands,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Netherlands,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Norway,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Norway,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Poland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Poland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Portugal,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Portugal,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Romania,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Romania,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Slovakia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Slovakia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Slovenia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Slovenia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Spain,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Spain,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Sweden,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Sweden,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Switzerland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Switzerland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Austria,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,vaccines,S protein,2020,33.518651177,300000000,150000000,447512041
Canada,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Canada,Tue Sep 22 00:00:00 EDT 2020,22,0,0,0,Sep,Sep 22,1,1st deal,2,Beth Israel Deaconess Medical Center,Canada,High income,HIC,vaccines,S protein,2020,95.772031917,72000000,36000000,37589262
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and July 2020,July 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,July 2020,Confirmed,0,France/UK,UK,Wed Jul 29 00:00:00 EDT 2020,29,0,0,0,Jul,Jul 29,1,1st deal,2,Beth Israel Deaconess Medical Center,UK,High income,HIC,vaccines,S protein,2020,44.887060789,60000000,30000000,66834405
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and July 2020,July 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,July 2020,Confirmed,0,France/UK,USA,Fri Jul 31 00:00:00 EDT 2020,31,0,0,0,Jul,Jul 31,1,1st deal,2,Beth Israel Deaconess Medical Center,USA,High income,HIC,vaccines,S protein,2020,15.232778656,100000000,50000000,328239523
UK,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,July 2020,Confirmed,0,France/UK,UK,Wed Jul 29 00:00:00 EDT 2020,29,0,0,0,Jul,Jul 29,1,1st deal,2,Beth Israel Deaconess Medical Center,UK,High income,HIC,vaccines,S protein,2020,44.887060789,60000000,30000000,66834405
USA,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,July 2020,Confirmed,0,France/UK,USA,Fri Jul 31 00:00:00 EDT 2020,31,0,0,0,Jul,Jul 31,1,1st deal,2,Beth Israel Deaconess Medical Center,USA,High income,HIC,vaccines,S protein,2020,15.232778656,100000000,50000000,328239523
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Belgium,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Belgium,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Bulgaria,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Bulgaria,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Croatia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Croatia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Cyprus,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Cyprus,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Czech Republic,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Czech Republic,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Denmark,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Denmark,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Estonia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Estonia,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Finland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Finland,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,France,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,France,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
European Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Sanofi-GSK_SARS-CoV-2 Vaccine,0,September 2020,Confirmed,0,France/UK,Germany,Fri Sep 18 00:00:00 EDT 2020,18,0,0,0,Sep,Sep 18,1,1st deal,2,Beth Israel Deaconess Medical Center,EU,High income,HIC,unknown amount,S protein,2020,,,,447512041
